Player,Pos,Age,Tm,year,G,GS,MP,X3PA,X3P.,X2PA,X2P.,FTA,FT.,ORB,DRB,AST,STL,BLK,TOV,PF,PER,USG.,WS.48,VORP
Patty Mills,PG,29,SAS,2018,82,36,2107,414,37.2,268,47,118,89,26,128,229,55,11,106,128,11.8,17.8,0.093,0.9
Paul Millsap,PF,32,DEN,2018,38,37,1143,113,34.5,322,50.6,161,69.6,65,180,105,39,44,73,99,17,22,0.107,0.8
Nikola Mirotic,PF,26,CHI,2018,25,3,622,161,42.9,141,52.5,79,82.3,18,141,39,15,13,31,45,22,25.7,0.158,0.6
Nikola Mirotic,PF,26,NOP,2018,30,11,872,197,33.5,185,52.400000000000006,58,81,41,205,41,29,26,31,63,16.3,21.8,0.106,0.4
Donovan Mitchell,SG,21,UTA,2018,79,71,2638,550,34,812,50.2,297,80.5,52,244,291,118,27,215,213,16.7,29.1,0.095,2.1
Malik Monk,SG,19,CHO,2018,63,0,854,243,34.2,182,38.5,38,84.2,8,58,91,20,9,49,60,10.3,24.9,0,-0.5
E'Twaun Moore,SG,28,NOP,2018,82,80,2586,301,42.5,531,55.60000000000001,68,70.6,57,181,187,79,12,102,182,12.1,16.1,0.081,1.2
Marcus Morris,PF,28,BOS,2018,54,21,1447,234,36.8,377,46.7,154,80.5,43,246,72,35,12,65,100,14.5,23,0.108,0.1
Markieff Morris,PF,28,WAS,2018,73,73,1968,207,36.7,480,52.900000000000006,128,82,75,334,142,56,38,127,216,13.2,19.5,0.08,0.7
Monte Morris,PG,22,DEN,2018,3,0,25,1,0,5,80,2,100,0,2,7,3,0,1,1,27.1,13.7,0.312,0
Johnathan Motley,PF,22,DAL,2018,11,4,176,6,16.7,69,56.49999999999999,28,53.6,14,35,7,3,2,9,18,17.2,24.9,0.084,-0.1
Timofey Mozgov,C,31,BRK,2018,31,13,359,18,22.2,75,64,30,76.7,32,66,11,5,13,33,39,12.3,16.8,0.055,-0.2
Emmanuel Mudiay,PG,21,DEN,2018,42,0,752,102,37.3,220,41.4,78,80.80000000000001,16,78,121,21,4,72,47,12.3,24.8,0.019,-0.6
Emmanuel Mudiay,PG,21,NYK,2018,22,14,493,46,19.6,158,41.8,51,68.60000000000001,10,48,85,20,7,41,33,10.2,23.7,-0.034,-0.3
Shabazz Muhammad,SF,25,MIN,2018,32,2,301,19,21.099999999999998,102,42.199999999999996,31,71,15,30,7,5,2,5,23,9.3,20.5,0.008,-0.5
Shabazz Muhammad,SG,25,MIL,2018,11,0,117,8,37.5,59,57.599999999999994,19,89.5,8,23,7,4,1,1,7,31,29.5,0.271,0.1
Xavier Munford,SG,25,MIL,2018,6,0,21,2,0,4,25,2,50,1,0,4,1,0,2,4,-2.1,19.1,-0.197,-0.1
Dejounte Murray,PG,21,SAS,2018,81,48,1743,34,26.5,575,45.4,148,70.89999999999999,110,349,231,97,31,134,151,15.1,20.7,0.087,1.4
Jamal Murray,PG,20,DEN,2018,81,80,2565,436,37.8,626,50.2,253,90.5,82,215,274,79,28,172,173,16.1,22.8,0.103,1.2
Mike Muscala,C,26,ATL,2018,53,7,1060,167,37.1,145,55.900000000000006,62,91.9,56,174,51,31,27,42,80,14.4,15.7,0.109,0.6
Abdel Nader,SF,24,BOS,2018,48,1,522,65,35.4,84,32.1,39,59,13,58,26,15,10,34,45,5.1,17.1,-0.014,-0.5
Larry Nance,C,25,LAL,2018,42,17,922,4,25,249,60.6,87,63.2,108,176,57,59,20,41,113,19.4,15.3,0.191,1.3
Larry Nance,C,25,CLE,2018,24,10,499,8,12.5,152,57.199999999999996,50,72,53,115,25,29,18,10,59,21.5,17,0.206,0.6
Shabazz Napier,PG,26,POR,2018,74,10,1535,218,37.6,313,45,138,84.1,26,144,150,81,14,90,84,14.2,19.5,0.101,0.8
Jameer Nelson,PG,35,NOP,2018,43,0,897,110,36.4,95,46.300000000000004,17,76.5,11,85,156,23,3,56,67,8.9,13,0.045,-0.3
Jameer Nelson,PG,35,DET,2018,7,0,116,14,7.1,25,40,3,100,2,6,23,4,1,11,14,2.6,19.6,-0.107,-0.2
Raul Neto,PG,25,UTA,2018,41,0,498,47,40.400000000000006,104,48.1,35,74.3,7,42,75,13,4,36,38,11.9,18.3,0.086,-0.1
Georges Niang,PF,24,UTA,2018,9,0,32,4,0,7,57.099999999999994,2,50,3,6,3,2,0,3,1,9.2,20.9,-0.029,0
Nerlens Noel,C,23,DAL,2018,30,6,472,1,0,104,52.900000000000006,28,75,48,120,20,31,22,26,59,16.2,13.8,0.135,0.4
Lucas Nogueira,C,25,TOR,2018,49,3,418,19,26.3,61,72.1,28,67.9,18,69,22,23,43,16,49,17.3,11.4,0.188,0.8
Dirk Nowitzki,C,39,DAL,2018,77,77,1900,337,40.9,421,49.4,108,89.8,22,416,120,43,45,51,146,16.7,20.5,0.121,1.1
Frank Ntilikina,PG,19,NYK,2018,78,9,1706,157,31.8,343,38.5,68,72.1,37,140,250,65,18,131,181,7,16.9,-0.026,-0.8
Jusuf Nurkic,C,23,POR,2018,79,79,2088,7,0,944,50.8,273,63,189,519,143,64,111,183,247,19.2,26.4,0.108,1.2
David Nwaba,SG,25,CHI,2018,70,21,1646,52,34.599999999999994,371,49.6,203,65.5,89,237,104,59,29,77,158,12.2,15.6,0.071,0.1
Johnny O'Bryant,PF,24,CHO,2018,36,0,379,43,32.6,128,42.199999999999996,25,84,29,64,14,9,6,15,45,11.9,22.5,0.038,-0.3
Royce O'Neale,SF,24,UTA,2018,69,4,1150,118,35.6,166,47,76,80.30000000000001,25,211,95,36,16,55,105,10.8,14.6,0.099,0.4
Kyle O'Quinn,C,27,NYK,2018,77,10,1387,17,23.5,367,59.9,127,77.2,121,349,158,36,98,100,192,20,17,0.166,2.3
Semi Ojeleye,PF,23,BOS,2018,73,0,1150,125,32,63,39.7,41,61,37,124,20,21,4,25,91,4.6,9,0.048,-0.4
Jahlil Okafor,C,22,BRK,2018,26,0,328,4,25,125,57.599999999999994,25,76,17,59,11,3,16,18,44,15.8,20.9,0.089,-0.2
Victor Oladipo,SG,25,IND,2018,75,75,2552,434,37.1,908,52.800000000000004,368,79.9,47,343,323,177,57,219,175,23.1,30.1,0.155,4.5
Kelly Olynyk,PF,26,MIA,2018,76,22,1779,280,37.9,356,59,174,77,89,342,207,62,35,147,222,17.8,21.7,0.148,2.2
Cedi Osman,SF,22,CLE,2018,61,12,672,87,36.8,99,58.599999999999994,46,56.49999999999999,19,101,41,22,3,32,78,11,15.7,0.064,-0.2
Kelly Oubre,SF,22,WAS,2018,81,11,2231,369,34.1,421,45.6,233,82,59,304,98,80,35,90,234,11.9,19.4,0.08,0.4
Zaza Pachulia,C,33,GSW,2018,69,57,972,1,0,263,56.699999999999996,93,80.60000000000001,89,232,109,38,17,72,122,17,17,0.161,0.7
Marcus Paige,PG,24,CHO,2018,5,0,28,8,25,6,33.300000000000004,2,100,0,4,3,0,0,0,0,9.1,23,-0.006,0
Jabari Parker,PF,22,MIL,2018,31,3,743,81,38.3,251,51.4,54,74.1,42,109,59,25,10,45,50,17.1,24.4,0.08,0
Tony Parker,PG,35,SAS,2018,55,21,1071,37,27,351,47.9,78,70.5,7,88,195,28,1,68,52,12.7,20.5,0.065,-0.6
Chandler Parsons,SF,29,MEM,2018,36,8,691,121,42.1,113,50.4,27,63,14,76,69,18,11,35,53,13.6,18.3,0.077,0.1
Patrick Patterson,PF,28,OKC,2018,82,3,1270,171,38.6,95,42.1,46,87,32,161,57,48,23,33,87,10,10.8,0.098,0.2
Brandon Paul,SG,26,SAS,2018,64,2,576,54,27.800000000000004,73,54.800000000000004,43,51.2,6,62,37,25,7,29,58,7.4,13.6,0.045,-0.1
Chris Paul,PG,32,HOU,2018,58,58,1847,379,38,419,53.2,221,91.9,37,276,457,96,14,128,141,24.4,24.5,0.265,4.3
Adreian Payne,PF,26,ORL,2018,5,0,43,3,66.7,7,71.39999999999999,6,83.3,2,7,0,2,0,2,6,18.8,15,0.203,0
Cameron Payne,PG,23,CHI,2018,25,14,582,91,38.5,124,41.9,16,75,18,51,113,26,9,36,44,14,19.3,0.063,0.2
Elfrid Payton,PG,23,ORL,2018,44,44,1257,67,37.3,391,54.50000000000001,114,63.2,47,127,275,64,16,114,97,18.1,21.8,0.104,1
Elfrid Payton,PG,23,PHO,2018,19,19,551,25,20,184,46.7,54,68.5,17,83,118,19,6,54,50,13.1,22.1,0.009,0
Gary Payton,PG,25,MIL,2018,12,6,106,12,16.7,21,52.400000000000006,3,66.7,4,13,9,3,1,3,17,7.6,15.9,0.016,-0.1
Gary Payton,PG,25,LAL,2018,11,0,115,13,30.8,28,46.400000000000006,6,16.7,9,18,12,4,2,4,13,11.8,17.6,0.063,0
London Perrantes,PG,23,CLE,2018,14,0,66,3,0,10,20,5,60,1,3,5,2,1,1,6,0.7,10.9,-0.086,-0.1
Alec Peters,PF,22,PHO,2018,20,0,225,58,31,16,62.5,10,80,8,29,12,2,2,4,13,10.7,15.5,0.055,-0.1
Mason Plumlee,C,27,DEN,2018,74,26,1439,1,0,367,60.199999999999996,179,45.800000000000004,132,268,142,49,81,103,184,16.9,16.6,0.12,1.4
Jakob Poeltl,C,22,TOR,2018,82,0,1524,2,50,382,66,101,59.4,165,228,57,39,100,85,212,17.5,14.8,0.175,2
Quincy Pondexter,SF,29,CHI,2018,23,1,196,22,13.600000000000001,27,40.699999999999996,17,82.39999999999999,8,19,9,8,2,11,24,4,15,-0.047,-0.2
Otto Porter,SF,24,WAS,2018,77,77,2432,313,44.1,572,53.7,128,82.8,103,389,157,116,41,75,151,18.3,18.4,0.161,3.4
Bobby Portis,PF,22,CHI,2018,73,4,1643,223,35.9,588,51.4,156,76.9,159,339,123,50,23,103,130,19.7,26,0.101,1
Kristaps Porzingis,PF,22,NYK,2018,48,48,1553,228,39.5,661,45.4,275,79.3,62,254,57,36,115,93,141,20.4,31,0.099,0.5
Dwight Powell,C,26,DAL,2018,79,25,1672,84,33.300000000000004,346,65.60000000000001,185,71.89999999999999,135,309,91,67,32,59,186,18.8,15.5,0.191,2
Norman Powell,SG,24,TOR,2018,70,18,1062,186,28.499999999999996,188,51.6,39,82.1,14,105,89,37,16,66,111,8.5,18.9,0.027,-0.2
Rodney Purvis,SG,23,ORL,2018,16,2,290,52,25,55,40,15,86.7,1,26,17,3,3,10,26,4.5,18.7,-0.056,-0.4
Zhou Qi,C,22,HOU,2018,18,0,124,19,10.5,13,30.8,12,66.7,6,16,2,2,14,10,14,1.9,16.8,-0.104,-0.2
Tim Quarterman,SG,23,HOU,2018,3,0,13,2,0,1,100,2,100,0,3,1,0,0,2,1,2.9,20,-0.083,0
Julius Randle,C,23,LAL,2018,82,49,2190,45,22.2,859,57.49999999999999,425,71.8,181,473,210,43,45,213,274,19.9,25.3,0.145,1.6
Zach Randolph,PF,36,SAC,2018,59,57,1508,147,34.699999999999996,616,50.3,107,78.5,97,300,127,42,10,116,119,17.3,27.6,0.048,0.1
Xavier Rathan-Mayes,SG,23,MEM,2018,5,0,118,14,7.1,28,39.300000000000004,9,44.4,0,5,18,6,3,11,18,0.9,21.7,-0.171,-0.3
J.J. Redick,SG,33,PHI,2018,70,70,2116,460,42,419,50.4,218,90.4,9,169,210,35,6,103,123,15.9,21.7,0.15,1.1
Davon Reed,SG,22,PHO,2018,21,1,242,38,28.9,38,28.9,12,66.7,2,37,13,10,2,10,17,4.8,16,-0.06,-0.3
Willie Reed,C,27,LAC,2018,39,5,419,2,50,118,66.9,55,58.199999999999996,35,85,9,9,22,19,53,19.4,16.8,0.171,0.1
Josh Richardson,SF,24,MIA,2018,81,81,2689,336,37.8,549,49.5,142,84.5,69,216,231,121,75,140,199,13.6,18.2,0.096,2.3
Malachi Richardson,SG,22,SAC,2018,25,4,319,39,30.8,49,34.699999999999996,22,77.3,5,28,13,10,1,10,27,5.8,15.2,-0.016,-0.3
Austin Rivers,SG,25,LAC,2018,61,59,2057,360,37.8,445,46.1,159,64.2,27,118,242,74,16,109,152,12.6,20.6,0.056,0.6
Andre Roberson,SG,26,OKC,2018,39,39,1037,36,22.2,126,62.7,38,31.6,75,110,46,45,35,30,89,10.9,8.6,0.1,0.9
Glenn Robinson,SF,24,IND,2018,23,1,338,34,41.199999999999996,51,43.1,11,81.8,11,26,17,13,1,5,14,10.8,12.5,0.088,0
Rajon Rondo,PG,31,NOP,2018,65,63,1705,150,33.300000000000004,344,52.6,46,54.300000000000004,31,232,533,70,10,151,119,15.3,16.9,0.101,0.4
Derrick Rose,PG,29,CLE,2018,16,7,308,24,25,108,48.1,41,85.39999999999999,10,19,26,3,4,28,14,11.6,25.6,-0.014,-0.4
Derrick Rose,PG,29,MIN,2018,9,0,112,6,16.7,48,45.800000000000004,5,100,3,3,11,4,0,7,2,11.2,25,-0.029,-0.2
Terrence Ross,SG,26,ORL,2018,24,20,600,93,32.300000000000004,98,46.9,36,75,10,63,38,27,11,29,45,9.9,17.3,0.025,0
Terry Rozier,PG,23,BOS,2018,80,16,2068,402,38.1,398,41,149,77.2,63,313,232,80,19,80,123,15.1,20.4,0.13,2
Ricky Rubio,PG,27,UTA,2018,77,77,2254,273,35.199999999999996,554,45.1,254,86.6,44,307,410,121,11,207,206,15.4,22.9,0.112,2.1
D'Angelo Russell,PG,21,BRK,2018,48,35,1234,278,32.4,394,47.699999999999996,131,74,30,159,249,36,17,147,93,15.2,30.8,0.014,0.5
Domantas Sabonis,C,21,IND,2018,74,19,1810,37,35.099999999999994,624,52.400000000000006,224,75,165,407,151,40,32,137,220,17.5,22.1,0.126,0.8
JaKarr Sampson,SF,24,SAC,2018,22,6,344,10,50,71,54.900000000000006,16,62.5,21,57,9,8,22,8,48,13.9,12.5,0.114,0.1
Dario Saric,PF,23,PHI,2018,78,73,2310,399,39.300000000000004,491,50.1,207,86,154,366,202,51,20,148,160,15.8,20.9,0.137,2
Tomas Satoransky,SG,26,WAS,2018,73,30,1643,101,46.5,283,54.400000000000006,96,78.10000000000001,72,161,286,52,15,83,131,15.4,13.7,0.145,1.3
Dennis Schroder,PG,24,ATL,2018,67,67,2078,262,28.999999999999996,884,48,265,84.89999999999999,44,164,417,72,6,183,147,17.3,30.4,0.059,0.7
Mike Scott,PF,29,WAS,2018,76,1,1406,163,40.5,361,58.199999999999996,76,65.8,50,197,80,23,10,79,148,13.6,20,0.085,-0.1
Thabo Sefolosha,SF,33,UTA,2018,38,6,806,84,38.1,156,55.1,54,81.5,29,132,33,52,12,30,59,15.8,16.4,0.156,0.8
Wayne Selden,SG,23,MEM,2018,35,9,692,122,40.2,147,45.6,59,74.6,16,40,66,18,5,54,59,11.8,22.6,0.023,-0.4
Ramon Sessions,PG,31,NYK,2018,13,3,167,11,18.2,42,35.699999999999996,15,80,1,17,27,7,1,15,14,6.2,19.5,-0.065,-0.2
Ramon Sessions,PG,31,WAS,2018,15,0,225,15,40,49,38.800000000000004,42,76.2,5,15,50,7,1,15,15,14.9,19.1,0.116,-0.1
Iman Shumpert,SG,27,CLE,2018,14,6,276,26,26.900000000000002,32,46.9,15,73.3,7,34,17,9,4,16,22,6.4,12.9,-0.006,-0.1
Pascal Siakam,PF,23,TOR,2018,81,5,1679,132,22,366,61.199999999999996,87,62.1,79,285,159,62,42,67,166,14.5,15.7,0.133,1.7
Ben Simmons,PG,21,PHI,2018,81,81,2732,11,0,987,55.1,341,56.00000000000001,145,514,661,140,70,278,211,20,22.3,0.162,4.6
Jonathon Simmons,SG,28,ORL,2018,69,50,2029,204,33.800000000000004,557,51.2,241,76.8,61,178,171,58,16,146,175,12.7,22,0.045,-0.2
Kobi Simmons,PG,20,MEM,2018,32,12,643,39,28.199999999999996,150,46,25,100,14,36,68,18,5,44,61,7.7,17,-0.013,-0.6
Kyle Singler,SF,29,OKC,2018,12,0,59,5,40,16,31.3,13,53.800000000000004,1,9,2,1,0,3,4,5.9,21.6,-0.031,-0.1
Marcus Smart,SG,23,BOS,2018,54,11,1614,249,30.099999999999998,266,42.9,133,72.89999999999999,43,146,259,71,23,129,133,10.8,19.4,0.056,0.6
Dennis Smith,PG,20,DAL,2018,69,69,2049,339,31.3,685,43.5,193,69.39999999999999,50,210,358,71,18,194,152,12.8,28.9,-0.017,-0.1
Ish Smith,PG,29,DET,2018,82,35,2043,101,34.699999999999996,700,50.6,116,69.8,27,197,360,64,20,108,140,15.4,20.8,0.102,0.4
J.R. Smith,SG,32,CLE,2018,80,61,2244,381,37.5,214,45.300000000000004,56,69.6,29,206,141,68,11,81,161,8.4,13.8,0.031,0.2
Jason Smith,C,31,WAS,2018,33,2,285,32,12.5,83,49.4,21,90.5,18,35,14,3,13,16,44,8.8,21.7,0.003,-0.3
Tony Snell,SG,26,MIL,2018,75,59,2053,268,40.300000000000004,157,49,48,79.2,9,132,98,47,28,36,115,8.5,10.6,0.056,0.1
Marreese Speights,C,30,ORL,2018,52,3,675,233,36.9,116,44.800000000000004,55,72.7,21,112,40,8,22,40,106,13.7,26.9,0.045,-0.1
Nik Stauskas,SG,24,PHI,2018,6,0,45,1,0,3,33.300000000000004,2,100,0,1,1,4,0,4,3,0.9,8.4,-0.044,0
Nik Stauskas,SG,24,BRK,2018,35,0,478,99,40.400000000000006,51,37.3,27,70.39999999999999,4,59,38,5,4,22,21,9.8,16.7,0.038,-0.2
Lance Stephenson,SG,27,IND,2018,82,7,1850,232,28.9,477,49.5,127,66.10000000000001,62,362,235,46,17,131,177,12.4,21.6,0.046,0
Caleb Swanigan,PF,20,POR,2018,27,3,189,8,12.5,52,44.2,18,66.7,15,39,14,5,3,18,37,7.5,20,-0.003,-0.2
Jayson Tatum,SF,19,BOS,2018,80,80,2438,242,43.4,593,49.2,258,82.6,50,352,128,83,58,114,170,15.3,19.5,0.139,1.8
Isaiah Taylor,PG,23,ATL,2018,67,9,1167,80,25,310,46.1,141,70.19999999999999,22,72,206,34,10,84,116,10.9,20.1,0.027,-1
Jeff Teague,PG,29,MIN,2018,70,70,2311,228,36.8,566,47.699999999999996,239,84.5,24,185,492,102,23,177,171,16.4,20.6,0.101,1.3
Marquis Teague,PG,24,MEM,2018,3,0,74,4,25,12,25,5,40,1,5,13,4,0,3,5,5.7,12.9,-0.038,-0.1
Garrett Temple,SG,31,SAC,2018,65,35,1615,227,39.2,249,44.2,78,76.9,22,130,124,57,27,79,135,10.2,16.4,0.035,0.1
Milos Teodosic,PG,30,LAC,2018,45,36,1134,232,37.9,128,49.2,46,84.8,16,110,209,23,5,97,103,11.6,18.2,0.058,0.2
Jason Terry,SG,40,MIL,2018,51,4,814,115,34.8,39,48.699999999999996,9,88.9,5,43,59,42,13,25,52,8.1,10.1,0.042,0
Daniel Theis,C,25,BOS,2018,63,3,936,58,31,175,61.7,81,75.3,90,184,56,30,48,56,157,16.1,15.5,0.178,1.1
Isaiah Thomas,PG,28,CLE,2018,15,14,406,87,25.3,107,44.9,68,86.8,7,24,68,9,2,41,25,12.3,28.9,-0.008,-0.4
Isaiah Thomas,PG,28,LAL,2018,17,1,456,101,32.7,126,42.9,63,92.10000000000001,10,26,85,6,1,54,33,12.8,28.7,0.024,-0.3
Lance Thomas,PF,29,NYK,2018,73,31,1353,124,40.300000000000004,143,36.4,53,83,44,131,44,30,14,40,134,6.3,10.7,0.031,-0.2
Klay Thompson,SG,27,GSW,2018,73,73,2506,521,44,658,52.6,98,83.7,31,246,185,55,34,128,117,16,23.7,0.094,0.9
Sindarius Thornwell,SG,23,LAC,2018,73,17,1156,61,37.7,172,44.800000000000004,88,67,33,107,68,48,25,53,125,8.2,12.1,0.041,0.1
Anthony Tolliver,PF,32,DET,2018,79,14,1757,365,43.6,107,56.10000000000001,133,79.7,50,191,90,32,21,58,144,13.9,14.8,0.146,1.5
Karl-Anthony Towns,C,22,MIN,2018,82,82,2918,285,42.1,887,58.5,402,85.8,238,774,199,64,115,159,285,24.9,22.9,0.23,5.5
P.J. Tucker,PF,32,HOU,2018,82,34,2281,310,37.1,131,43.5,60,71.7,93,364,77,78,26,74,205,8.3,10.5,0.082,1.2
Evan Turner,SF,29,POR,2018,79,40,2034,132,31.8,445,48.5,107,85,30,214,173,47,29,99,163,9.9,15.6,0.061,0.1
Myles Turner,C,21,IND,2018,65,62,1836,157,35.699999999999996,482,51.9,206,77.7,93,324,87,38,118,96,186,16.6,20,0.122,1.3
Ekpe Udoh,C,30,UTA,2018,63,3,810,1,0,119,50.4,56,75,68,82,53,43,74,20,105,15.2,9.1,0.187,1.6
Tyler Ulis,PG,22,PHO,2018,71,43,1658,146,28.799999999999997,405,42.5,101,83.2,24,104,311,70,7,127,120,10.1,18.5,-0.006,-1.3
Jonas Valanciunas,C,25,TOR,2018,77,77,1727,74,40.5,613,58.699999999999996,211,80.60000000000001,183,477,81,29,69,115,192,22.5,22.7,0.21,1.5
Denzel Valentine,SG,24,CHI,2018,77,37,2095,370,38.6,351,45,51,74.5,48,345,244,65,11,99,185,12.1,17.5,0.057,0.8
Fred VanVleet,PG,23,TOR,2018,76,0,1520,261,41.4,284,43.7,101,83.2,25,159,243,68,19,74,130,15.9,19.1,0.149,1.5
Rashad Vaughn,SG,21,MIL,2018,22,0,173,35,37.1,15,53.300000000000004,6,66.7,2,15,12,4,3,4,12,11.1,14.8,0.073,-0.1
Noah Vonleh,PF,22,POR,2018,33,12,476,6,33.300000000000004,90,50,31,74.2,35,132,13,6,11,15,42,12,11.5,0.117,-0.2
Noah Vonleh,PF,22,CHI,2018,21,4,399,60,30,78,50,27,48.1,35,109,21,13,6,16,26,13.9,18.1,0.059,-0.1
Nikola Vucevic,C,27,ORL,2018,57,57,1683,204,31.4,636,52.7,94,81.89999999999999,101,422,191,56,62,109,144,19.7,25.9,0.102,2
Dwyane Wade,SG,36,CLE,2018,46,3,1069,70,32.9,365,47.9,134,70.1,39,142,163,42,32,92,84,15.9,24.3,0.057,0.2
Dwyane Wade,SG,36,MIA,2018,21,0,467,41,22,206,44.7,55,74.5,11,60,65,19,15,48,40,13.1,30.7,-0.014,-0.2
Dion Waiters,SG,26,MIA,2018,30,30,918,170,30.599999999999998,240,46.300000000000004,69,73.9,8,69,113,23,9,70,61,10.5,25,0.004,-0.5
Kemba Walker,PG,27,CHO,2018,80,80,2736,601,38.4,762,46.9,420,86.4,32,216,444,91,24,179,98,20.6,27.4,0.15,3.6
John Wall,PG,27,WAS,2018,41,41,1410,167,37.1,500,43.6,241,72.6,22,128,393,57,45,158,80,19.1,29.1,0.092,1.2
Tyrone Wallace,PG,23,LAC,2018,30,19,851,40,25,207,48.3,78,78.2,21,84,71,27,13,46,83,10.1,16.6,0.042,0
Taurean Waller-Prince,SF,23,ATL,2018,82,82,2464,457,38.5,518,46.1,180,84.39999999999999,50,339,214,85,42,191,168,12.8,22.1,0.038,0.8
Derrick Walton,PG,22,MIA,2018,16,0,147,17,41.199999999999996,8,12.5,6,100,2,14,16,7,3,2,7,11.2,9.1,0.128,0.1
T.J. Warren,SF,24,PHO,2018,65,65,2142,90,22.2,973,52.300000000000004,255,75.7,125,208,85,65,41,85,149,17.6,24.9,0.077,0.1
Travis Wear,SF,27,LAL,2018,17,0,228,47,36.199999999999996,25,32,8,100,0,38,7,4,5,6,30,6.9,15.2,0.042,-0.2
Briante Weber,PG,25,HOU,2018,13,0,118,9,44.4,13,38.5,4,100,3,15,13,10,3,7,18,11.1,11.5,0.119,0.1
Briante Weber,PG,25,MEM,2018,5,0,119,2,0,19,52.6,6,66.7,5,12,9,8,2,8,10,9.2,11.9,0.024,0
David West,C,37,GSW,2018,73,0,999,8,37.5,370,57.599999999999994,79,75.9,64,174,138,47,75,80,120,20.9,21.7,0.168,1.3
Russell Westbrook,PG,29,OKC,2018,80,80,2914,326,29.799999999999997,1361,48.5,566,73.7,152,652,820,147,20,381,200,24.7,34.1,0.166,7.5
Andrew White,SF,24,ATL,2018,15,0,209,49,36.7,24,29.2,4,25,4,30,6,3,1,8,12,5.8,17.3,-0.034,-0.3
Derrick White,PG,23,SAS,2018,17,0,139,13,61.5,20,40,20,70,5,21,9,4,3,6,8,15.9,15.4,0.17,0.1
Okaro White,PF,25,MIA,2018,6,4,80,11,36.4,5,60,3,66.7,3,8,2,1,1,1,6,8.9,10.3,0.096,0
Isaiah Whitehead,PG,22,BRK,2018,16,0,180,18,38.9,68,48.5,19,68.4,4,22,20,8,2,24,23,11.5,28.5,-0.035,-0.2
Hassan Whiteside,C,28,MIA,2018,54,54,1364,2,100,576,53.800000000000004,182,70.3,174,444,54,37,94,92,131,24.1,24.7,0.187,0.8
Andrew Wiggins,SF,22,MIN,2018,82,82,2979,338,33.1,962,47.5,314,64.3,82,276,160,91,51,138,163,13,23.4,0.034,-0.4
Jacob Wiley,PF,23,BRK,2018,5,0,33,2,50,2,0,2,50,2,9,2,1,0,0,4,8.2,6.4,0.094,0
Damien Wilkins,SF,38,IND,2018,19,1,152,18,22.2,21,42.9,4,75,5,11,9,2,1,5,7,4.9,13.4,-0.019,-0.2
C.J. Williams,SG,27,LAC,2018,38,17,707,78,28.199999999999996,119,54.6,16,81.3,12,44,43,31,13,20,63,9.5,13.7,0.051,0.1
Lou Williams,SG,31,LAC,2018,79,19,2589,518,35.9,819,48.4,491,88,40,158,417,85,19,234,106,20.2,29.8,0.125,2
Marvin Williams,PF,31,CHO,2018,78,78,2006,305,41.3,258,51.2,123,82.89999999999999,74,296,96,56,38,66,116,13.9,14.8,0.119,1.9
Troy Williams,SF,23,HOU,2018,4,0,17,5,0,4,50,3,33.300000000000004,1,3,1,1,0,1,2,-2.4,29.4,-0.26,-0.1
Troy Williams,SF,23,NYK,2018,17,1,290,33,33.300000000000004,67,56.699999999999996,27,70.39999999999999,21,38,15,19,4,18,32,16.2,19.6,0.105,0.2
D.J. Wilson,PF,21,MIL,2018,22,0,71,5,40,11,63.6,2,50,2,8,3,3,1,4,7,10.3,13.3,0.054,0
Jamil Wilson,SF,27,LAC,2018,15,10,274,63,42.9,18,61.1,4,50,3,29,10,5,8,8,34,11.4,14.3,0.096,0.1
Justise Winslow,PF,21,MIA,2018,68,25,1680,129,38,359,44,104,63.5,64,306,148,54,33,77,140,11.5,16.3,0.075,0.4
Jeff Withey,C,27,DAL,2018,9,0,39,10,20,6,66.7,2,50,1,9,0,0,3,2,3,8.3,22,-0.054,-0.1
Delon Wright,PG,25,TOR,2018,69,4,1433,153,36.6,279,52,117,82.89999999999999,45,153,200,72,33,78,81,16.5,17.2,0.152,1.7
Guerschon Yabusele,PF,22,BOS,2018,33,4,235,37,32.4,24,58.3,22,68.2,17,35,16,4,5,12,23,12.3,15.7,0.122,0.1
James Young,SG,22,PHI,2018,6,0,61,10,30,4,50,6,66.7,0,2,2,0,0,1,4,4.6,12.3,0.041,-0.1
Joe Young,PG,25,IND,2018,53,1,558,66,37.9,120,45.800000000000004,29,75.9,12,51,39,14,1,26,39,10.1,18,0.043,-0.4
Nick Young,SG,32,GSW,2018,80,8,1393,326,37.7,162,48.1,65,86.2,20,105,36,38,7,39,100,10,17.5,0.059,-0.6
Thaddeus Young,PF,29,IND,2018,81,81,2607,181,32,683,53.1,92,59.8,184,328,152,135,36,105,175,14.8,17.3,0.101,2.3
Cody Zeller,C,25,CHO,2018,33,0,627,3,66.7,153,54.2,85,71.8,67,110,31,14,21,33,81,15.9,15.7,0.145,0.4
Tyler Zeller,C,28,BRK,2018,42,33,703,26,38.5,203,56.699999999999996,60,66.7,63,131,28,8,21,35,78,15.3,17.9,0.105,-0.1
Tyler Zeller,C,28,MIL,2018,24,1,406,2,0,103,60.199999999999996,19,89.5,47,64,19,7,14,12,48,17.1,13.9,0.163,0.2
Paul Zipser,SF,23,CHI,2018,54,12,824,110,33.6,124,35.5,25,76,13,118,46,20,15,43,86,5.2,15.2,-0.034,-0.8
