Player,Pos,Age,Tm,year,G,GS,MP,X3PA,X3P.,X2PA,X2P.,FTA,FT.,ORB,DRB,AST,STL,BLK,TOV,PF,PER,USG.,WS.48,VORP
Tyreke Evans,PG,28,MEM,2018,52,32,1607,286,39.900000000000006,523,48.199999999999996,209,78.5,44,221,269,57,17,117,96,21.1,28.4,0.126,2.3
Dante Exum,PG,22,UTA,2018,14,0,235,18,27.800000000000004,69,53.6,31,80.60000000000001,4,22,43,8,3,20,20,16.7,23.1,0.133,0
Kenneth Faried,PF,28,DEN,2018,32,7,461,1,0,147,51.7,51,70.6,68,85,18,12,13,23,51,17.4,18.3,0.132,0
Derrick Favors,C,26,UTA,2018,77,77,2153,63,22.2,639,59.599999999999994,215,65.10000000000001,198,354,102,54,82,88,164,18.8,18.5,0.179,2.5
Kay Felder,PG,22,CHI,2018,14,0,134,18,22.2,48,33.300000000000004,12,91.7,1,13,20,3,1,15,11,3.6,28,-0.168,-0.3
Cristiano Felicio,C,25,CHI,2018,55,16,977,2,0,213,59.599999999999994,81,66.7,83,150,55,16,11,54,104,12.5,13.6,0.086,-0.1
Raymond Felton,PG,33,OKC,2018,82,2,1365,230,35.199999999999996,322,44.4,44,81.8,25,131,203,49,16,76,91,13,20.4,0.078,-0.3
Terrance Ferguson,SG,19,OKC,2018,61,12,763,120,33.300000000000004,49,61.199999999999996,10,90,19,28,19,24,10,11,83,7.4,10.4,0.077,-0.1
Yogi Ferrell,SG,24,DAL,2018,82,21,2282,359,37.3,371,47.699999999999996,103,79.60000000000001,26,223,201,64,9,78,153,11.4,17,0.064,0.6
Dorian Finney-Smith,PF,24,DAL,2018,21,13,448,67,29.9,54,48.1,15,73.3,22,53,26,10,4,21,43,7.6,15.1,0.015,-0.1
Bryn Forbes,SG,24,SAS,2018,80,12,1517,228,39,269,44.6,72,66.7,12,98,80,28,2,37,108,9.1,16.7,0.067,-0.4
Evan Fournier,SF,25,ORL,2018,57,57,1837,335,37.9,467,51.6,173,86.7,23,157,165,47,16,95,138,15.5,23.3,0.087,0.7
De'Aaron Fox,PG,20,SAC,2018,73,60,2026,153,30.7,644,43.6,195,72.3,33,171,320,70,20,173,163,11.2,23.4,-0.014,-1.2
Tim Frazier,PG,27,WAS,2018,59,11,838,56,30.4,116,44,30,76.7,18,97,194,47,7,57,97,11.3,12.8,0.08,0
Channing Frye,C,34,CLE,2018,44,1,545,90,33.300000000000004,79,68.4,15,93.30000000000001,10,100,28,17,12,17,54,13.9,15.6,0.104,0.1
Channing Frye,C,34,LAL,2018,9,0,150,25,36,18,61.1,4,75,2,23,10,1,1,4,15,10.2,13.8,0.091,0
Markelle Fultz,SG,19,PHI,2018,14,0,253,1,0,110,40.9,21,47.599999999999994,11,32,53,12,4,17,22,12.4,23.1,0.043,-0.1
Danilo Gallinari,SF,29,LAC,2018,21,21,671,111,32.4,145,45.5,87,93.10000000000001,9,92,41,12,10,26,30,13.8,20.6,0.088,0.1
Langston Galloway,SG,26,DET,2018,58,2,863,218,34.4,122,41.8,41,80.5,13,79,58,35,5,18,39,12.2,19.3,0.08,0.1
Marc Gasol,C,33,MEM,2018,73,73,2408,320,34.1,713,45.6,337,83.39999999999999,78,514,305,54,101,194,185,17.4,25.6,0.08,2.1
Pau Gasol,C,37,SAS,2018,77,63,1812,120,35.8,507,48.1,209,75.6,129,490,238,24,79,108,121,18.9,20.4,0.159,2.4
Rudy Gay,PF,31,SAS,2018,57,6,1231,118,31.4,419,51.6,145,77.2,76,215,73,46,38,78,98,18,24.6,0.122,0.7
Paul George,SF,27,OKC,2018,79,79,2891,609,40.1,731,45.4,411,82.19999999999999,72,375,263,161,39,212,233,18.7,25.7,0.147,3.3
Marcus Georges-Hunt,SG,23,MIN,2018,42,0,224,15,26.700000000000003,33,51.5,21,61.9,7,9,7,6,0,3,32,6.9,11.9,0.049,-0.1
Taj Gibson,PF,32,MIN,2018,82,82,2726,35,20,702,59.5,185,76.8,194,390,99,62,59,89,218,15.4,14.7,0.126,2.1
Manu Ginobili,SG,40,SAS,2018,65,0,1299,192,33.300000000000004,271,50.6,131,84,19,123,163,43,16,105,126,12.9,21.5,0.082,0.3
Aaron Gordon,PF,22,ORL,2018,58,57,1909,342,33.6,523,49.7,225,69.8,87,370,136,59,45,107,111,16.5,24.7,0.072,1
Eric Gordon,SG,29,HOU,2018,69,30,2154,608,35.9,362,54.400000000000006,241,80.9,25,145,154,44,27,130,116,15.2,24.7,0.105,0.5
Treveon Graham,SG,24,CHO,2018,63,2,1050,97,41.199999999999996,124,45.2,59,69.5,42,79,59,33,2,27,109,9,11.3,0.08,0.3
Jerami Grant,PF,23,OKC,2018,81,1,1647,110,29.099999999999998,346,61.3,240,67.5,86,233,57,31,77,54,155,16.2,16,0.156,0.6
Jerian Grant,PG,25,CHI,2018,74,26,1686,187,32.6,316,46.800000000000004,188,74.5,31,141,342,63,8,89,132,14.3,17.4,0.094,0
Josh Gray,PG,24,PHO,2018,5,0,86,13,23.1,28,28.599999999999998,11,63.6,2,8,12,8,2,7,8,7.2,26.1,-0.118,-0.1
Danny Green,SG,30,SAS,2018,70,60,1791,320,36.3,241,41.9,65,76.9,41,208,110,63,80,74,122,11.4,16.6,0.078,1.4
Draymond Green,PF,27,GSW,2018,70,70,2287,256,30.099999999999998,363,56.2,173,77.5,75,460,508,95,91,202,185,16.1,17.2,0.127,3
Gerald Green,SG,32,HOU,2018,41,2,929,298,36.9,115,50.4,60,85,15,118,25,24,15,31,87,14.1,22.4,0.107,0
JaMychal Green,PF,27,MEM,2018,55,54,1542,127,33.900000000000006,361,49.9,111,72.1,147,317,79,32,25,76,153,14,17.8,0.079,0.2
Jeff Green,PF,31,CLE,2018,78,13,1828,170,31.2,448,54,234,86.8,60,186,99,41,34,75,149,14.8,19.3,0.103,0.1
Blake Griffin,PF,28,LAC,2018,33,33,1139,187,34.2,391,48.8,219,78.5,46,216,179,30,9,99,78,20.4,29.3,0.126,1.5
Blake Griffin,PF,28,DET,2018,25,25,831,135,34.8,283,47.3,111,78.4,27,139,155,11,9,66,61,18.5,28.4,0.113,0.9
Tim Hardaway,SG,25,NYK,2018,57,54,1885,410,31.7,446,51.6,179,81.6,32,192,155,62,10,92,123,14.4,23.8,0.067,0.9
James Harden,SG,28,HOU,2018,72,72,2551,722,36.7,727,53.1,727,85.8,41,348,630,126,50,315,169,29.8,36.1,0.289,8.3
Maurice Harkless,SF,24,POR,2018,59,36,1264,118,41.5,179,54.7,59,71.2,46,116,53,48,43,40,103,12.6,12.6,0.123,1.2
Montrezl Harrell,C,24,LAC,2018,76,3,1293,7,14.299999999999999,541,64.1,222,62.6,103,203,74,36,52,68,143,24.7,23.8,0.205,1.5
Devin Harris,PG,34,DAL,2018,44,1,807,125,35.199999999999996,159,46.5,112,83,9,76,85,33,8,49,103,13.5,21.5,0.085,0.1
Devin Harris,PG,34,DEN,2018,27,0,533,102,34.300000000000004,68,50,58,84.5,3,39,67,14,4,27,55,12.4,18.2,0.096,-0.1
Gary Harris,SG,23,DEN,2018,67,65,2304,394,39.6,514,55.300000000000004,162,82.69999999999999,37,139,194,122,15,119,119,16.5,20.7,0.114,1.7
Joe Harris,SG,26,BRK,2018,78,14,1975,358,41.9,263,58.9,104,82.69999999999999,51,209,128,35,20,91,153,13.3,16.6,0.097,1.1
Tobias Harris,PF,25,DET,2018,48,48,1563,276,40.9,433,47.8,136,84.6,36,208,94,34,15,51,91,16.7,23.2,0.125,0.9
Tobias Harris,PF,25,LAC,2018,32,32,1105,169,41.4,343,50.1,80,80,22,171,98,37,20,54,73,17.7,23.5,0.112,1
Aaron Harrison,SG,23,DAL,2018,9,3,233,43,20.9,26,38.5,17,76.5,4,20,11,9,2,3,27,5.1,15.5,-0.014,-0.1
Andrew Harrison,PG,23,MEM,2018,56,46,1326,142,33.1,287,46.7,159,78,23,108,177,38,26,81,138,12.7,19.6,0.062,-0.2
Shaquille Harrison,PG,24,PHO,2018,23,2,384,26,23.1,98,54.1,38,73.7,9,52,55,26,7,22,42,15.6,18,0.094,0.2
Josh Hart,SG,22,LAL,2018,63,23,1461,197,39.6,178,55.1,94,70.19999999999999,42,221,80,47,16,47,107,12.2,13.5,0.111,0.7
Udonis Haslem,C,37,MIA,2018,14,0,72,8,12.5,7,28.599999999999998,2,50,3,7,5,0,2,2,3,1.8,11.1,-0.059,-0.1
Nigel Hayes,SF,23,LAL,2018,2,0,11,2,0,1,100,1,100,0,0,2,0,0,0,0,9.8,13.3,0.069,0
Nigel Hayes,SF,23,SAC,2018,5,0,105,12,16.7,16,37.5,2,0,4,18,4,2,3,1,8,4.4,12.8,-0.048,-0.1
Myke Henry,SF,25,MEM,2018,20,0,378,58,32.800000000000004,51,43.1,10,60,10,28,22,31,6,19,28,9.7,15.7,0.017,0.1
John Henson,C,27,MIL,2018,76,69,1970,7,14.299999999999999,495,57.8,158,56.99999999999999,150,363,114,45,109,84,202,15.7,15,0.12,1.2
Juan Hernangomez,PF,22,DEN,2018,25,3,277,50,28.000000000000004,25,60,12,83.3,18,36,12,6,3,9,25,9.7,14,0.061,-0.1
Willy Hernangomez,C,23,NYK,2018,26,0,233,5,20,76,63.2,28,42.9,22,45,21,8,7,26,32,16.9,22.4,0.069,0.1
Willy Hernangomez,C,23,CHO,2018,22,1,262,7,57.099999999999994,76,50,62,75.8,39,77,12,10,9,9,32,25,19.7,0.266,0.3
Mario Hezonja,SF,22,ORL,2018,75,30,1657,267,33.7,350,52.300000000000004,105,81.89999999999999,41,240,106,81,31,86,134,13.7,19.9,0.066,0.5
Isaiah Hicks,PF,23,NYK,2018,18,0,240,9,22.2,63,49.2,18,66.7,10,31,16,2,4,16,45,6.8,17.4,-0.003,-0.2
Buddy Hield,SG,25,SAC,2018,80,12,2024,408,43.1,525,45.7,81,87.7,55,252,155,85,22,124,148,16.1,24.3,0.067,0.9
Nene Hilario,C,35,HOU,2018,52,4,758,2,0,237,57.4,107,63.6,54,122,45,28,14,38,123,16.4,18.9,0.163,0.2
George Hill,PG,31,SAC,2018,43,36,1143,128,45.300000000000004,198,48,99,77.8,22,95,119,39,12,60,75,14,16.9,0.09,0.4
George Hill,PG,31,CLE,2018,24,24,669,77,35.099999999999994,110,50.9,41,80.5,20,44,67,22,15,28,53,12.2,15.4,0.077,0.2
Solomon Hill,SF,26,NOP,2018,12,1,187,21,19,20,35,6,50,9,27,22,7,1,9,22,4.8,12.2,-0.014,-0.1
Darrun Hilliard,SG,24,SAS,2018,14,0,95,6,0,13,38.5,7,85.7,0,7,11,2,0,4,7,3.4,12.3,-0.015,-0.1
Jrue Holiday,SG,27,NOP,2018,81,81,2927,356,33.7,888,55.7,238,78.60000000000001,62,303,486,123,64,213,201,17.8,23.1,0.116,3
Justin Holiday,SG,28,CHI,2018,72,72,2265,449,35.9,333,38.7,164,82.3,31,260,153,80,31,93,134,10.8,18.2,0.036,0.4
John Holland,SF,29,CLE,2018,24,0,174,36,30.599999999999998,23,26.1,13,69.19999999999999,6,18,5,7,2,8,10,5.9,18.5,-0.05,-0.2
Rondae Hollis-Jefferson,SF,23,BRK,2018,68,59,1920,54,24.099999999999998,670,49.1,316,78.8,101,358,167,65,48,121,145,16.9,22.2,0.103,0.8
Richaun Holmes,C,24,PHI,2018,48,2,746,31,12.9,210,62.4,56,66.10000000000001,57,154,61,20,29,25,97,17.4,16.6,0.183,0.7
Rodney Hood,SG,25,UTA,2018,39,12,1084,262,38.9,290,45.5,97,87.6,14,97,65,30,7,63,64,15.1,27.3,0.085,0.1
Rodney Hood,SG,25,CLE,2018,21,11,532,71,35.199999999999996,128,49.2,32,81.3,8,46,30,15,5,7,41,12.7,18.3,0.074,-0.1
Al Horford,C,31,BOS,2018,72,72,2277,226,42.9,527,51.4,120,78.3,103,427,339,43,78,132,138,17.6,18.4,0.165,3.5
Danuel House,SG,24,PHO,2018,23,3,403,58,25.900000000000002,71,57.699999999999996,31,80.60000000000001,13,63,25,7,6,11,23,12.4,16.2,0.066,-0.1
Dwight Howard,C,32,CHO,2018,81,81,2463,7,14.299999999999999,904,55.900000000000006,582,57.4,255,757,105,48,131,208,249,20.5,24.2,0.132,1.1
Josh Huestis,PF,26,OKC,2018,69,10,982,115,28.7,67,40.300000000000004,20,30,42,119,20,15,43,26,82,5.4,9.5,0.024,-0.5
R.J. Hunter,SG,24,HOU,2018,5,1,45,14,21.4,6,66.7,2,100,0,5,3,3,0,2,7,8.5,22.5,0.022,0
Serge Ibaka,PF,28,TOR,2018,76,76,2093,297,36,487,55.900000000000006,118,79.7,78,400,62,29,99,90,209,14.7,19.4,0.117,1
Andre Iguodala,SF,34,GSW,2018,64,7,1622,117,28.199999999999996,203,56.699999999999996,87,63.2,50,196,210,54,38,67,99,11.2,11.5,0.094,0.9
Ersan Ilyasova,PF,30,ATL,2018,46,40,1175,170,35.9,231,53.2,90,80,74,177,51,44,17,43,92,15.1,18,0.106,0.6
Ersan Ilyasova,PF,30,PHI,2018,23,3,554,83,36.1,129,48.8,45,73.3,44,110,39,17,9,29,65,14.6,20.1,0.125,0.3
Joe Ingles,SF,30,UTA,2018,82,81,2578,464,44,254,51.6,83,79.5,24,320,392,90,20,159,178,14.4,15.9,0.141,3.3
Andre Ingram,SG,32,LAL,2018,2,0,64,9,55.60000000000001,8,37.5,3,100,1,5,7,3,3,3,3,16.3,14.1,0.157,0.1
Brandon Ingram,SF,20,LAL,2018,59,59,1975,105,39,656,48.3,282,68.10000000000001,57,257,230,45,43,149,163,13.8,22.2,0.068,0.4
Kyrie Irving,PG,25,BOS,2018,60,60,1931,407,40.8,680,54.1,261,88.9,33,194,306,65,17,140,122,25,31,0.222,4
Jonathan Isaac,PF,20,ORL,2018,27,10,536,46,34.8,99,39.4,25,76,16,83,18,33,30,27,48,9.8,15,0.021,0
Wesley Iwundu,SF,23,ORL,2018,62,12,1020,46,19.6,172,48.8,47,72.3,36,101,57,33,12,30,81,7.8,11.6,0.032,-0.4
Jarrett Jack,PG,34,NYK,2018,62,56,1548,86,29.099999999999998,357,45.9,75,84,22,169,348,35,4,115,98,11.5,16.7,0.036,-0.6
Aaron Jackson,PG,31,HOU,2018,1,0,35,4,25,5,40,2,50,2,1,1,0,0,1,4,2.4,13.7,-0.017,-0.1
Demetrius Jackson,PG,23,PHI,2018,3,0,17,1,100,3,66.7,2,50,1,0,4,1,0,1,1,24.5,14.8,0.298,0
Josh Jackson,SF,20,PHO,2018,77,35,1959,217,26.3,715,46.400000000000006,279,63.4,95,256,119,80,35,146,218,11.8,26,-0.018,-1.1
Justin Jackson,SF,22,SAC,2018,68,41,1506,185,30.8,234,54.7,36,72.2,27,160,74,28,13,40,81,9.2,14.2,0.031,-0.6
Reggie Jackson,PG,27,DET,2018,45,45,1201,169,30.8,408,47.5,134,83.6,29,96,238,27,4,99,87,15.9,27.1,0.078,0.2
LeBron James,PF,33,CLE,2018,82,82,3026,406,36.7,1174,60.3,531,73.1,97,612,747,116,71,347,136,28.6,31.6,0.221,8.9
Mike James,PG,27,PHO,2018,32,10,669,97,26.8,215,44.2,84,76.2,12,77,120,27,7,48,45,14.2,25.2,0.021,-0.1
Al Jefferson,C,33,IND,2018,36,1,484,3,0,205,54.1,36,83.3,30,113,30,16,23,21,66,20.2,22.5,0.158,0.2
Richard Jefferson,SF,37,DEN,2018,20,0,163,7,28.599999999999998,20,50,7,57.099999999999994,2,15,15,2,1,5,11,6.4,9.4,0.029,-0.2
Brandon Jennings,PG,28,MIL,2018,14,0,205,33,27.3,39,46.2,10,100,5,26,44,6,4,18,11,12.7,20.8,0.026,-0.1
Jonas Jerebko,PF,30,UTA,2018,74,19,1134,157,41.4,184,51.1,57,80.7,53,193,42,24,12,27,127,13.2,15.6,0.144,0.4
Amir Johnson,C,30,PHI,2018,74,18,1171,32,31.3,228,56.99999999999999,85,61.199999999999996,123,207,118,45,44,55,192,14.9,12.8,0.169,1.5
Brice Johnson,PF,23,LAC,2018,9,0,38,1,0,10,70,2,100,2,11,1,6,2,4,7,21.3,18,0.168,0.1
James Johnson,PF,30,MIA,2018,73,41,1943,185,30.8,429,58.699999999999996,162,69.8,61,297,280,70,51,141,192,15.8,19.1,0.123,1.8
Joe Johnson,SF,36,UTA,2018,32,3,700,84,27.400000000000002,142,50.7,24,83.3,12,95,45,12,6,31,32,9,17.2,0.041,-0.2
Joe Johnson,SF,36,HOU,2018,23,1,505,61,27.900000000000002,73,46.6,21,95.19999999999999,2,63,38,6,1,18,35,6.8,14.1,0.038,-0.3
Stanley Johnson,SF,21,DET,2018,69,50,1894,234,28.599999999999998,326,43.9,145,77.2,33,219,112,95,14,77,169,9,16.4,0.046,0.2
Tyler Johnson,PG,25,MIA,2018,72,39,2052,324,36.7,387,49.1,129,82.19999999999999,34,214,165,60,34,81,148,13,18.6,0.097,0.9
Wesley Johnson,SF,30,LAC,2018,74,40,1486,177,33.900000000000006,191,47.099999999999994,58,74.1,29,187,61,76,62,55,146,9.8,13,0.055,0.9
Nikola Jokic,C,22,DEN,2018,75,73,2443,280,39.6,730,53.800000000000004,313,85,195,608,458,90,61,210,212,24.4,24.2,0.211,5.6
Derrick Jones,SF,20,PHO,2018,6,0,33,2,0,2,100,6,83.3,2,2,3,1,4,1,2,18.4,9.8,0.177,0
Derrick Jones,SF,20,MIA,2018,14,8,212,16,18.8,33,48.5,18,61.1,19,15,6,3,9,6,22,8.8,13.3,0.059,0
Jalen Jones,SF,24,NOP,2018,4,0,19,1,100,3,0,2,100,0,3,0,0,0,0,2,5,11.1,0.055,0
Jalen Jones,SF,24,DAL,2018,12,0,162,25,36,39,41,17,58.8,13,22,4,5,1,7,20,10.9,22,0.024,-0.2
Tyus Jones,PG,21,MIN,2018,82,11,1467,129,34.9,199,52.800000000000004,81,87.7,16,116,232,95,6,59,110,14.1,12.7,0.117,0.9
Cory Joseph,PG,26,IND,2018,82,17,2210,190,35.3,414,45.7,94,74.5,39,224,260,80,18,87,141,11,14.8,0.068,0.5
Frank Kaminsky,PF,24,CHO,2018,79,4,1835,274,38,442,45.9,194,79.9,46,242,129,36,19,66,95,14.4,20.5,0.094,0.5
Enes Kanter,C,25,NYK,2018,71,71,1830,2,0,711,59.4,184,84.8,273,507,105,36,37,122,187,24,21.8,0.198,2.1
Luke Kennard,SG,21,DET,2018,73,9,1463,195,41.5,270,46.300000000000004,76,85.5,21,155,124,44,13,69,86,12.1,17.2,0.085,0.2
Michael Kidd-Gilchrist,SF,24,CHO,2018,74,74,1850,2,0,558,50.5,171,68.4,84,218,71,51,32,53,143,12.5,16.1,0.084,0.1
Sean Kilpatrick,SG,28,BRK,2018,16,0,183,43,25.6,44,31.8,19,94.69999999999999,1,34,15,2,1,16,8,4.9,26.3,-0.116,-0.4
Sean Kilpatrick,SG,28,MIL,2018,23,0,205,46,28.299999999999997,36,50,19,94.69999999999999,1,24,15,5,1,9,15,11.3,21.9,0.035,-0.2
Sean Kilpatrick,SG,28,LAC,2018,4,0,38,7,42.9,11,36.4,2,100,0,2,3,0,0,1,2,10.5,22.6,0.029,-0.1
Sean Kilpatrick,SG,28,CHI,2018,9,1,214,48,39.6,59,47.5,32,81.3,3,22,13,6,3,12,8,17.7,27.1,0.083,0
Maxi Kleber,PF,26,DAL,2018,72,36,1206,128,31.3,181,61.3,59,74.6,71,163,51,26,47,30,114,13.4,13.7,0.113,0.7
Furkan Korkmaz,SG,20,PHI,2018,14,0,80,17,29.4,11,27.3,4,50,2,9,4,2,1,2,12,3.4,16.9,-0.006,-0.1
Luke Kornet,PF,22,NYK,2018,20,1,326,79,35.4,46,45.7,11,72.7,11,53,26,6,16,12,28,13.6,19,0.077,0.2
Kyle Korver,SG,36,CLE,2018,73,4,1574,376,43.6,108,53.7,72,88.9,9,156,88,31,27,55,130,13.4,16,0.104,0.9
Kyle Kuzma,PF,22,LAL,2018,77,37,2401,434,36.6,605,51.1,208,70.7,88,395,141,49,34,140,160,14.2,22.5,0.077,0.4
Skal Labissiere,PF,21,SAC,2018,60,28,1240,51,35.3,407,45.9,118,80.5,99,189,72,25,49,73,132,14.3,21.1,0.054,-0.2
Jeremy Lamb,SG,25,CHO,2018,80,18,1967,254,37,578,49.5,208,86.1,49,275,186,61,32,93,138,17,22.4,0.12,1.5
Shane Larkin,PG,25,BOS,2018,54,2,775,86,36,133,39.800000000000004,37,86.5,15,77,98,29,2,33,58,10.3,15.5,0.087,0
Joffrey Lauvergne,C,26,SAS,2018,55,1,534,5,0,185,53,47,63.800000000000004,63,108,41,9,3,33,45,16.5,20.4,0.12,0.1
Zach LaVine,SG,22,CHI,2018,24,24,656,123,34.1,232,40.5,107,81.3,9,85,72,24,4,43,55,14.6,29.5,0.025,-0.1
Jake Layman,SF,23,POR,2018,35,1,160,20,20,27,37,3,66.7,4,12,11,6,4,5,13,4.9,14.6,-0.021,-0.1
T.J. Leaf,PF,20,IND,2018,53,0,459,42,42.9,94,48.9,16,62.5,29,53,9,5,4,10,45,10.7,14.9,0.082,-0.3
Courtney Lee,SG,32,NYK,2018,76,69,2310,278,40.6,477,48.199999999999996,124,91.9,30,194,180,80,17,84,109,13,16.9,0.082,1.2
Damion Lee,SG,25,ATL,2018,15,11,404,60,25,92,51.1,29,75.9,11,60,29,19,1,14,25,12,19.3,0.046,0
Walt Lemon,PG,25,NOP,2018,5,0,35,1,100,15,40,3,66.7,0,2,5,0,1,4,5,6.9,26.4,-0.071,-0.1
Alex Len,C,24,PHO,2018,69,13,1395,3,33.300000000000004,375,56.8,231,68.4,175,343,82,27,61,78,158,19.4,17,0.154,1
Kawhi Leonard,SF,26,SAS,2018,9,9,210,35,31.4,76,53.900000000000006,38,81.6,6,36,21,18,9,16,9,26,30.6,0.196,0.4
Meyers Leonard,C,25,POR,2018,33,2,254,26,42.3,52,67.30000000000001,11,81.8,12,58,17,7,0,10,36,17.8,16.1,0.2,0.2
Jon Leuer,PF,28,DET,2018,8,0,136,3,0,33,45.5,15,86.7,7,25,5,1,3,7,16,8.9,16.1,0.05,-0.1
Caris LeVert,SF,23,BRK,2018,71,10,1864,245,34.699999999999996,490,48,187,71.1,53,207,299,82,22,153,159,14.2,22.5,0.058,0.7
DeAndre Liggins,SG,29,MIL,2018,31,1,480,36,30.599999999999998,29,37.9,5,40,5,44,27,27,10,13,61,5,7.5,0.02,0
Damian Lillard,PG,27,POR,2018,73,73,2670,629,36.1,786,50.1,538,91.60000000000001,62,263,481,77,27,206,117,25.2,30.6,0.227,5.9
Jeremy Lin,PG,29,BRK,2018,1,1,25,2,50,10,40,7,100,0,0,4,0,0,3,3,15.9,31.3,0.087,-0.1
Shaun Livingston,PG,32,GSW,2018,71,7,1129,5,0,338,50.9,61,82,32,99,140,35,21,58,117,11.6,16.6,0.077,-0.4
Kevon Looney,C,21,GSW,2018,66,4,910,5,20,188,59,77,54.50000000000001,83,132,42,34,56,31,106,14.8,12.4,0.145,0.7
Brook Lopez,C,29,LAL,2018,74,72,1735,325,34.5,468,54.900000000000006,158,70.3,74,220,126,30,98,98,195,16.5,23.5,0.105,1.1
Robin Lopez,C,29,CHI,2018,64,64,1690,14,28.599999999999998,631,53.6,90,75.6,134,156,124,14,53,107,109,14.7,20.4,0.055,0
Kevin Love,C,29,CLE,2018,59,59,1651,330,41.5,399,49.4,266,88,101,445,103,43,24,90,120,22.4,25.1,0.185,1.4
Kyle Lowry,PG,31,TOR,2018,78,78,2510,596,39.900000000000006,348,47.4,261,85.39999999999999,66,368,537,85,19,183,192,19.5,21.7,0.194,5
Timothe Luwawu-Cabarrot,SF,22,PHI,2018,52,7,807,158,33.5,109,43.1,58,79.3,14,58,54,12,5,38,97,7,17.5,0.046,-0.5
Trey Lyles,PF,22,DEN,2018,73,2,1391,218,38.1,332,56.3,143,70.6,55,292,91,30,34,61,111,17.9,21.1,0.135,0.4
Shelvin Mack,PG,27,ORL,2018,69,3,1365,139,34.5,275,47.3,97,71.1,23,143,272,54,8,89,91,13.3,17.6,0.069,-0.1
Josh Magette,PG,28,ATL,2018,18,0,216,22,36.4,24,29.2,8,100,2,17,57,8,1,9,16,11.9,11.8,0.092,-0.2
Ian Mahinmi,C,31,WAS,2018,77,0,1145,2,0,246,56.10000000000001,128,70.3,135,177,53,38,42,100,230,12.2,15.6,0.093,0.4
Thon Maker,C,20,MIL,2018,74,12,1238,104,29.799999999999997,212,46.7,93,69.89999999999999,75,150,46,38,53,44,162,10.2,14.6,0.056,-0.2
Lauri Markkanen,PF,20,CHI,2018,68,68,2020,401,36.199999999999996,461,49.7,166,84.3,79,429,79,39,40,83,103,15.6,21.9,0.079,0.1
Jarell Martin,PF,23,MEM,2018,73,36,1661,98,34.699999999999996,398,47,116,76.7,97,221,73,39,49,86,211,10.5,17.1,0.038,-0.4
Frank Mason,PG,23,SAC,2018,52,2,984,86,36,294,38.4,115,81.69999999999999,30,100,147,34,10,65,72,13,22.6,0.027,-0.4
Wesley Matthews,SF,31,DAL,2018,63,62,2131,402,38.1,295,44.1,101,82.19999999999999,28,170,172,76,16,83,140,11.4,17.6,0.059,1.1
Luc Mbah a Moute,PF,31,HOU,2018,61,15,1564,173,36.4,172,59.9,95,68.4,22,164,55,72,25,68,100,10.3,12.8,0.087,0.8
Patrick McCaw,SG,22,GSW,2018,57,10,961,80,23.799999999999997,145,50.3,34,76.5,16,66,81,43,10,41,67,7.4,12.8,0.029,-0.3
CJ McCollum,SG,26,POR,2018,81,81,2923,476,39.7,1029,46.5,250,83.6,53,268,272,77,35,151,168,17,26.5,0.108,1.8
T.J. McConnell,PG,25,PHI,2018,76,1,1706,62,43.5,359,51,39,79.5,37,189,303,92,13,112,122,12.5,13.8,0.108,0.5
Chris McCullough,PF,22,WAS,2018,19,0,90,8,12.5,34,50,14,64.3,7,18,4,0,5,2,8,15.8,24.6,0.081,-0.1
Doug McDermott,SF,26,NYK,2018,55,1,1172,137,38.7,191,51.300000000000004,53,75.5,33,101,50,10,12,34,73,9.9,14.4,0.055,-0.1
Doug McDermott,SF,26,DAL,2018,26,3,596,79,49.4,101,46.5,28,85.7,7,59,29,9,4,22,49,11.5,16.3,0.077,0
JaVale McGee,C,30,GSW,2018,65,17,615,6,0,213,63.800000000000004,52,73.1,59,110,33,21,57,27,91,22.3,19.2,0.212,0.7
Rodney McGruder,SG,26,MIA,2018,18,2,299,35,42.9,38,55.300000000000004,8,50,11,21,17,8,3,4,21,12,12.1,0.125,0.1
Alfonzo McKinnie,SF,25,TOR,2018,14,0,53,9,33.300000000000004,6,83.3,3,66.7,1,6,1,1,1,3,8,10.1,16,0.084,0
Ben McLemore,SG,24,MEM,2018,56,17,1091,159,34.599999999999994,214,47.699999999999996,64,82.8,34,105,51,38,15,61,139,9.7,19,0.023,-0.4
Jodie Meeks,SG,30,WAS,2018,77,0,1119,210,34.300000000000004,183,46.400000000000006,117,86.3,15,111,70,29,4,37,55,12.4,19,0.087,-0.2
Salah Mejri,C,31,DAL,2018,61,1,729,3,0,134,65.7,66,57.599999999999994,85,161,35,22,67,39,121,17.8,12.8,0.175,0.9
Jordan Mickey,PF,23,MIA,2018,23,3,284,16,12.5,66,56.10000000000001,19,68.4,18,63,9,6,10,18,36,10.6,17.1,0.054,-0.2
Khris Middleton,SF,26,MIL,2018,82,82,2982,407,35.9,865,51.7,362,88.4,45,384,328,119,21,191,270,17.4,24.6,0.111,1.8
C.J. Miles,SF,30,TOR,2018,70,3,1337,454,36.1,145,43.4,97,83.5,18,134,55,37,21,39,134,13,22.3,0.103,0.5
Darius Miller,SF,27,NOP,2018,82,3,1944,358,41.099999999999994,129,53.5,67,86.6,18,146,111,28,17,58,160,9.3,12.8,0.075,0.5
Malcolm Miller,SF,24,TOR,2018,15,4,126,21,38.1,7,71.39999999999999,4,100,4,11,3,1,2,5,10,8.9,12.1,0.087,0
